,PRODUCT-ASSY TYPE,Task,Takt
2443,OTQLIDNEWINQUIRY,FINAL CHECKING,0.0
2444,QFNLIDNEWINQUIRY,FINAL CHECKING,0.0
2445,STRIPLIDNEWINQUIRY,FINAL CHECKING,0.0
2446,WCSPLIDNEWINQUIRY,FINAL CHECKING,0.0
2447,JAGUARLIDNEWINQUIRY,FINAL CHECKING,0.0
2448,BGATSOCKET & LIDNEWINQUIRY,FINAL CHECKING,0.0
2449,FPSOCKET & LIDNEWINQUIRY,FINAL CHECKING,0.0
2450,LGATSOCKET & LIDNEWINQUIRY,FINAL CHECKING,0.0
2451,OTQSOCKET & LIDNEWINQUIRY,FINAL CHECKING,0.0
2452,QFNSOCKET & LIDNEWINQUIRY,FINAL CHECKING,0.0
2453,STRIPSOCKET & LIDNEWINQUIRY,FINAL CHECKING,0.0
2454,WCSPSOCKET & LIDNEWINQUIRY,FINAL CHECKING,0.0
2455,JAGUARSOCKET & LIDNEWINQUIRY,FINAL CHECKING,0.0
2456,BGATPARTNEWINQUIRY,FINAL CHECKING,0.0
2457,FPPARTNEWINQUIRY,FINAL CHECKING,0.0
2458,LGATPARTNEWINQUIRY,FINAL CHECKING,0.0
2459,OTQPARTNEWINQUIRY,FINAL CHECKING,0.0
2460,QFNPARTNEWINQUIRY,FINAL CHECKING,0.0
2461,STRIPPARTNEWINQUIRY,FINAL CHECKING,0.0
2462,WCSPPARTNEWINQUIRY,FINAL CHECKING,0.0
2463,JAGUARPARTNEWINQUIRY,FINAL CHECKING,0.0
2464,BGATSOCKETW/ REFINQUIRY,FINAL CHECKING,0.0
2465,FPSOCKETW/ REFINQUIRY,FINAL CHECKING,0.0
2466,LGATSOCKETW/ REFINQUIRY,FINAL CHECKING,0.0
2467,OTQSOCKETW/ REFINQUIRY,FINAL CHECKING,0.0
2468,QFNSOCKETW/ REFINQUIRY,FINAL CHECKING,0.0
2469,STRIPSOCKETW/ REFINQUIRY,FINAL CHECKING,0.0
2470,WCSPSOCKETW/ REFINQUIRY,FINAL CHECKING,0.0
2471,JAGUARSOCKETW/ REFINQUIRY,FINAL CHECKING,0.0
2472,BGATLIDW/ REFINQUIRY,FINAL CHECKING,0.0
2473,FPLIDW/ REFINQUIRY,FINAL CHECKING,0.0
2474,LGATLIDW/ REFINQUIRY,FINAL CHECKING,0.0
2475,OTQLIDW/ REFINQUIRY,FINAL CHECKING,0.0
2476,QFNLIDW/ REFINQUIRY,FINAL CHECKING,0.0
2477,STRIPLIDW/ REFINQUIRY,FINAL CHECKING,0.0
2478,WCSPLIDW/ REFINQUIRY,FINAL CHECKING,0.0
2479,JAGUARLIDW/ REFINQUIRY,FINAL CHECKING,0.0
2480,BGATSOCKET & LIDW/ REFINQUIRY,FINAL CHECKING,0.0
2481,FPSOCKET & LIDW/ REFINQUIRY,FINAL CHECKING,0.0
2482,LGATSOCKET & LIDW/ REFINQUIRY,FINAL CHECKING,0.0
2483,OTQSOCKET & LIDW/ REFINQUIRY,FINAL CHECKING,0.0
2484,QFNSOCKET & LIDW/ REFINQUIRY,FINAL CHECKING,0.0
2485,STRIPSOCKET & LIDW/ REFINQUIRY,FINAL CHECKING,0.0
2486,WCSPSOCKET & LIDW/ REFINQUIRY,FINAL CHECKING,0.0
2487,JAGUARSOCKET & LIDW/ REFINQUIRY,FINAL CHECKING,0.0
2488,BGATPARTW/ REFINQUIRY,FINAL CHECKING,0.0
2489,FPPARTW/ REFINQUIRY,FINAL CHECKING,0.0
2490,LGATPARTW/ REFINQUIRY,FINAL CHECKING,0.0
2491,OTQPARTW/ REFINQUIRY,FINAL CHECKING,0.0
2492,QFNPARTW/ REFINQUIRY,FINAL CHECKING,0.0
2493,STRIPPARTW/ REFINQUIRY,FINAL CHECKING,0.0
2494,WCSPPARTW/ REFINQUIRY,FINAL CHECKING,0.0
2495,JAGUARPARTW/ REFINQUIRY,FINAL CHECKING,0.0
2496,BGATSOCKETNEWPO,FINAL CHECKING,2.0
2497,FPSOCKETNEWPO,FINAL CHECKING,2.0
2498,LGATSOCKETNEWPO,FINAL CHECKING,2.0
2499,OTQSOCKETNEWPO,FINAL CHECKING,2.0
2500,QFNSOCKETNEWPO,FINAL CHECKING,2.0
2501,STRIPSOCKETNEWPO,FINAL CHECKING,2.0
2502,WCSPSOCKETNEWPO,FINAL CHECKING,2.0
2503,JAGUARSOCKETNEWPO,FINAL CHECKING,2.566666666666667
2504,BGATLIDNEWPO,FINAL CHECKING,2.0
2505,FPLIDNEWPO,FINAL CHECKING,2.0
2506,LGATLIDNEWPO,FINAL CHECKING,2.0
2507,OTQLIDNEWPO,FINAL CHECKING,2.0
2508,QFNLIDNEWPO,FINAL CHECKING,2.0
2509,STRIPLIDNEWPO,FINAL CHECKING,2.0
2510,WCSPLIDNEWPO,FINAL CHECKING,2.0
2511,JAGUARLIDNEWPO,FINAL CHECKING,1.32
2512,BGATPARTNEWPO,FINAL CHECKING,1.0
2513,FPPARTNEWPO,FINAL CHECKING,1.0
2514,LGATPARTNEWPO,FINAL CHECKING,1.0
2515,OTQPARTNEWPO,FINAL CHECKING,1.0
2516,QFNPARTNEWPO,FINAL CHECKING,1.0
2517,STRIPPARTNEWPO,FINAL CHECKING,1.0
2518,WCSPPARTNEWPO,FINAL CHECKING,1.0
2519,JAGUARPARTNEWPO,FINAL CHECKING,1.0
2520,BGATSOCKET & LIDNEWPO,FINAL CHECKING,4.0
2521,FPSOCKET & LIDNEWPO,FINAL CHECKING,4.0
2522,LGATSOCKET & LIDNEWPO,FINAL CHECKING,4.0
2523,OTQSOCKET & LIDNEWPO,FINAL CHECKING,4.0
2524,QFNSOCKET & LIDNEWPO,FINAL CHECKING,4.0
2525,STRIPSOCKET & LIDNEWPO,FINAL CHECKING,4.0
2526,WCSPSOCKET & LIDNEWPO,FINAL CHECKING,4.0
2527,JAGUARSOCKET & LIDNEWPO,FINAL CHECKING,3.1127586206896556
2528,BGATSOCKETW/ REFPO,FINAL CHECKING,1.0
2529,FPSOCKETW/ REFPO,FINAL CHECKING,1.0
2530,LGATSOCKETW/ REFPO,FINAL CHECKING,1.0
2531,OTQSOCKETW/ REFPO,FINAL CHECKING,1.0
2532,QFNSOCKETW/ REFPO,FINAL CHECKING,1.0
2533,STRIPSOCKETW/ REFPO,FINAL CHECKING,1.0
2534,WCSPSOCKETW/ REFPO,FINAL CHECKING,1.0
2535,JAGUARSOCKETW/ REFPO,FINAL CHECKING,1.0551724137931036
2536,BGATLIDW/ REFPO,FINAL CHECKING,1.0
2537,FPLIDW/ REFPO,FINAL CHECKING,1.0
2538,LGATLIDW/ REFPO,FINAL CHECKING,1.0
2539,OTQLIDW/ REFPO,FINAL CHECKING,1.0
2540,QFNLIDW/ REFPO,FINAL CHECKING,1.0
2541,STRIPLIDW/ REFPO,FINAL CHECKING,1.0
2542,WCSPLIDW/ REFPO,FINAL CHECKING,1.0
2543,JAGUARLIDW/ REFPO,FINAL CHECKING,1.5300000000000002
2544,BGATPARTW/ REFPO,FINAL CHECKING,1.0
2545,FPPARTW/ REFPO,FINAL CHECKING,1.0
2546,LGATPARTW/ REFPO,FINAL CHECKING,1.0
2547,OTQPARTW/ REFPO,FINAL CHECKING,1.0
2548,QFNPARTW/ REFPO,FINAL CHECKING,1.0
2549,STRIPPARTW/ REFPO,FINAL CHECKING,1.0
2550,WCSPPARTW/ REFPO,FINAL CHECKING,1.0
2551,JAGUARPARTW/ REFPO,FINAL CHECKING,1.0
2552,BGATSOCKET & LIDW/ REFPO,FINAL CHECKING,2.0
2553,FPSOCKET & LIDW/ REFPO,FINAL CHECKING,2.0
2554,LGATSOCKET & LIDW/ REFPO,FINAL CHECKING,2.0
2555,OTQSOCKET & LIDW/ REFPO,FINAL CHECKING,2.0
2556,QFNSOCKET & LIDW/ REFPO,FINAL CHECKING,2.0
2557,STRIPSOCKET & LIDW/ REFPO,FINAL CHECKING,2.0
2558,WCSPSOCKET & LIDW/ REFPO,FINAL CHECKING,2.0
2559,JAGUARSOCKET & LIDW/ REFPO,FINAL CHECKING,2.585172413793104
2560,BGATSOCKETNEWINQUIRY,DOCUMENTATION,0.0
2561,FPSOCKETNEWINQUIRY,DOCUMENTATION,0.0
2562,LGATSOCKETNEWINQUIRY,DOCUMENTATION,0.0
2563,OTQSOCKETNEWINQUIRY,DOCUMENTATION,0.0
2564,QFNSOCKETNEWINQUIRY,DOCUMENTATION,0.0
2565,STRIPSOCKETNEWINQUIRY,DOCUMENTATION,0.0
2566,WCSPSOCKETNEWINQUIRY,DOCUMENTATION,0.0
2567,JAGUARSOCKETNEWINQUIRY,DOCUMENTATION,0.0
2568,BGATLIDNEWINQUIRY,DOCUMENTATION,0.0
2569,FPLIDNEWINQUIRY,DOCUMENTATION,0.0
2570,LGATLIDNEWINQUIRY,DOCUMENTATION,0.0
2571,OTQLIDNEWINQUIRY,DOCUMENTATION,0.0
2572,QFNLIDNEWINQUIRY,DOCUMENTATION,0.0
2573,STRIPLIDNEWINQUIRY,DOCUMENTATION,0.0
2574,WCSPLIDNEWINQUIRY,DOCUMENTATION,0.0
2575,JAGUARLIDNEWINQUIRY,DOCUMENTATION,0.0
2576,BGATSOCKET & LIDNEWINQUIRY,DOCUMENTATION,0.0
2577,FPSOCKET & LIDNEWINQUIRY,DOCUMENTATION,0.0
2578,LGATSOCKET & LIDNEWINQUIRY,DOCUMENTATION,0.0
2579,OTQSOCKET & LIDNEWINQUIRY,DOCUMENTATION,0.0
2580,QFNSOCKET & LIDNEWINQUIRY,DOCUMENTATION,0.0
2581,STRIPSOCKET & LIDNEWINQUIRY,DOCUMENTATION,0.0
2582,WCSPSOCKET & LIDNEWINQUIRY,DOCUMENTATION,0.0
2583,JAGUARSOCKET & LIDNEWINQUIRY,DOCUMENTATION,0.0
2584,BGATPARTNEWINQUIRY,DOCUMENTATION,0.0
2585,FPPARTNEWINQUIRY,DOCUMENTATION,0.0
2586,LGATPARTNEWINQUIRY,DOCUMENTATION,0.0
2587,OTQPARTNEWINQUIRY,DOCUMENTATION,0.0
2588,QFNPARTNEWINQUIRY,DOCUMENTATION,0.0
2589,STRIPPARTNEWINQUIRY,DOCUMENTATION,0.0
2590,WCSPPARTNEWINQUIRY,DOCUMENTATION,0.0
2591,JAGUARPARTNEWINQUIRY,DOCUMENTATION,0.0
2592,BGATSOCKETW/ REFINQUIRY,DOCUMENTATION,0.0
2593,FPSOCKETW/ REFINQUIRY,DOCUMENTATION,0.0
2594,LGATSOCKETW/ REFINQUIRY,DOCUMENTATION,0.0
2595,OTQSOCKETW/ REFINQUIRY,DOCUMENTATION,0.0
2596,QFNSOCKETW/ REFINQUIRY,DOCUMENTATION,0.0
2597,STRIPSOCKETW/ REFINQUIRY,DOCUMENTATION,0.0
2598,WCSPSOCKETW/ REFINQUIRY,DOCUMENTATION,0.0
2599,JAGUARSOCKETW/ REFINQUIRY,DOCUMENTATION,0.0
2600,BGATLIDW/ REFINQUIRY,DOCUMENTATION,0.0
2601,FPLIDW/ REFINQUIRY,DOCUMENTATION,0.0
2602,LGATLIDW/ REFINQUIRY,DOCUMENTATION,0.0
2603,OTQLIDW/ REFINQUIRY,DOCUMENTATION,0.0
2604,QFNLIDW/ REFINQUIRY,DOCUMENTATION,0.0
2605,STRIPLIDW/ REFINQUIRY,DOCUMENTATION,0.0
2606,WCSPLIDW/ REFINQUIRY,DOCUMENTATION,0.0
2607,JAGUARLIDW/ REFINQUIRY,DOCUMENTATION,0.0
2608,BGATSOCKET & LIDW/ REFINQUIRY,DOCUMENTATION,0.0
2609,FPSOCKET & LIDW/ REFINQUIRY,DOCUMENTATION,0.0
2610,LGATSOCKET & LIDW/ REFINQUIRY,DOCUMENTATION,0.0
2611,OTQSOCKET & LIDW/ REFINQUIRY,DOCUMENTATION,0.0
2612,QFNSOCKET & LIDW/ REFINQUIRY,DOCUMENTATION,0.0
2613,STRIPSOCKET & LIDW/ REFINQUIRY,DOCUMENTATION,0.0
2614,WCSPSOCKET & LIDW/ REFINQUIRY,DOCUMENTATION,0.0
2615,JAGUARSOCKET & LIDW/ REFINQUIRY,DOCUMENTATION,0.0
2616,BGATPARTW/ REFINQUIRY,DOCUMENTATION,0.0
2617,FPPARTW/ REFINQUIRY,DOCUMENTATION,0.0
2618,LGATPARTW/ REFINQUIRY,DOCUMENTATION,0.0
2619,OTQPARTW/ REFINQUIRY,DOCUMENTATION,0.0
2620,QFNPARTW/ REFINQUIRY,DOCUMENTATION,0.0
2621,STRIPPARTW/ REFINQUIRY,DOCUMENTATION,0.0
2622,WCSPPARTW/ REFINQUIRY,DOCUMENTATION,0.0
2623,BGATSOCKETNEWPO,DOCUMENTATION,1.0
2624,FPSOCKETNEWPO,DOCUMENTATION,1.0
2625,LGATSOCKETNEWPO,DOCUMENTATION,1.0
2626,OTQSOCKETNEWPO,DOCUMENTATION,1.0
2627,QFNSOCKETNEWPO,DOCUMENTATION,1.0
2628,STRIPSOCKETNEWPO,DOCUMENTATION,1.0
2629,WCSPSOCKETNEWPO,DOCUMENTATION,1.0
2630,JAGUARSOCKETNEWPO,DOCUMENTATION,1.5
2631,BGATLIDNEWPO,DOCUMENTATION,1.0
2632,FPLIDNEWPO,DOCUMENTATION,1.0
2633,LGATLIDNEWPO,DOCUMENTATION,1.0
2634,OTQLIDNEWPO,DOCUMENTATION,1.0
2635,QFNLIDNEWPO,DOCUMENTATION,1.0
2636,STRIPLIDNEWPO,DOCUMENTATION,1.0
2637,WCSPLIDNEWPO,DOCUMENTATION,1.0
2638,JAGUARLIDNEWPO,DOCUMENTATION,1.0
2639,BGATPARTNEWPO,DOCUMENTATION,1.0
2640,FPPARTNEWPO,DOCUMENTATION,1.0
2641,LGATPARTNEWPO,DOCUMENTATION,1.0
2642,OTQPARTNEWPO,DOCUMENTATION,1.0
2643,QFNPARTNEWPO,DOCUMENTATION,1.0
2644,STRIPPARTNEWPO,DOCUMENTATION,1.0
2645,WCSPPARTNEWPO,DOCUMENTATION,1.0
2646,JAGUARPARTNEWPO,DOCUMENTATION,1.0
2647,BGATSOCKET & LIDNEWPO,DOCUMENTATION,1.0
2648,FPSOCKET & LIDNEWPO,DOCUMENTATION,1.0
2649,LGATSOCKET & LIDNEWPO,DOCUMENTATION,1.0
2650,OTQSOCKET & LIDNEWPO,DOCUMENTATION,1.0
2651,QFNSOCKET & LIDNEWPO,DOCUMENTATION,1.0
2652,STRIPSOCKET & LIDNEWPO,DOCUMENTATION,1.0
2653,WCSPSOCKET & LIDNEWPO,DOCUMENTATION,1.0
2654,JAGUARSOCKET & LIDNEWPO,DOCUMENTATION,2.0
2655,BGATSOCKETW/ REFPO,DOCUMENTATION,0.0
2656,FPSOCKETW/ REFPO,DOCUMENTATION,0.0
2657,LGATSOCKETW/ REFPO,DOCUMENTATION,0.0
2658,OTQSOCKETW/ REFPO,DOCUMENTATION,0.0
2659,QFNSOCKETW/ REFPO,DOCUMENTATION,0.0
2660,STRIPSOCKETW/ REFPO,DOCUMENTATION,0.0
2661,WCSPSOCKETW/ REFPO,DOCUMENTATION,0.0
2662,JAGUARSOCKETW/ REFPO,DOCUMENTATION,0.0
2663,BGATLIDW/ REFPO,DOCUMENTATION,0.0
2664,FPLIDW/ REFPO,DOCUMENTATION,0.0
2665,LGATLIDW/ REFPO,DOCUMENTATION,0.0
2666,OTQLIDW/ REFPO,DOCUMENTATION,0.0
2667,QFNLIDW/ REFPO,DOCUMENTATION,0.0
2668,STRIPLIDW/ REFPO,DOCUMENTATION,0.0
2669,WCSPLIDW/ REFPO,DOCUMENTATION,0.0
2670,JAGUARLIDW/ REFPO,DOCUMENTATION,0.0
2671,BGATPARTW/ REFPO,DOCUMENTATION,0.0
2672,FPPARTW/ REFPO,DOCUMENTATION,0.0
2673,LGATPARTW/ REFPO,DOCUMENTATION,0.0
2674,OTQPARTW/ REFPO,DOCUMENTATION,0.0
2675,QFNPARTW/ REFPO,DOCUMENTATION,0.0
2676,STRIPPARTW/ REFPO,DOCUMENTATION,0.0
2677,WCSPPARTW/ REFPO,DOCUMENTATION,0.0
2678,JAGUARPARTW/ REFPO,DOCUMENTATION,0.0
2679,BGATSOCKET & LIDW/ REFPO,DOCUMENTATION,0.0
2680,FPSOCKET & LIDW/ REFPO,DOCUMENTATION,0.0
2681,LGATSOCKET & LIDW/ REFPO,DOCUMENTATION,0.0
2682,OTQSOCKET & LIDW/ REFPO,DOCUMENTATION,0.0
2683,QFNSOCKET & LIDW/ REFPO,DOCUMENTATION,0.0
2684,STRIPSOCKET & LIDW/ REFPO,DOCUMENTATION,0.0
2685,WCSPSOCKET & LIDW/ REFPO,DOCUMENTATION,0.0
2686,JAGUARSOCKET & LIDW/ REFPO,DOCUMENTATION,0.0
2687,BGATSOCKETNEWINQUIRY,FILE PREPARATION,0.0
2688,FPSOCKETNEWINQUIRY,FILE PREPARATION,0.0
2689,LGATSOCKETNEWINQUIRY,FILE PREPARATION,0.0
2690,OTQSOCKETNEWINQUIRY,FILE PREPARATION,0.0
2691,QFNSOCKETNEWINQUIRY,FILE PREPARATION,0.0
2692,STRIPSOCKETNEWINQUIRY,FILE PREPARATION,0.0
2693,WCSPSOCKETNEWINQUIRY,FILE PREPARATION,0.0
2694,JAGUARSOCKETNEWINQUIRY,FILE PREPARATION,0.0
2695,BGATLIDNEWINQUIRY,FILE PREPARATION,0.0
2696,FPLIDNEWINQUIRY,FILE PREPARATION,0.0
2697,LGATLIDNEWINQUIRY,FILE PREPARATION,0.0
2698,OTQLIDNEWINQUIRY,FILE PREPARATION,0.0
2699,QFNLIDNEWINQUIRY,FILE PREPARATION,0.0
2700,STRIPLIDNEWINQUIRY,FILE PREPARATION,0.0
2701,WCSPLIDNEWINQUIRY,FILE PREPARATION,0.0
2702,JAGUARLIDNEWINQUIRY,FILE PREPARATION,0.0
2703,BGATSOCKET & LIDNEWINQUIRY,FILE PREPARATION,0.0
2704,FPSOCKET & LIDNEWINQUIRY,FILE PREPARATION,0.0
2705,LGATSOCKET & LIDNEWINQUIRY,FILE PREPARATION,0.0
2706,OTQSOCKET & LIDNEWINQUIRY,FILE PREPARATION,0.0
2707,QFNSOCKET & LIDNEWINQUIRY,FILE PREPARATION,0.0
2708,STRIPSOCKET & LIDNEWINQUIRY,FILE PREPARATION,0.0
2709,WCSPSOCKET & LIDNEWINQUIRY,FILE PREPARATION,0.0
2710,JAGUARSOCKET & LIDNEWINQUIRY,FILE PREPARATION,0.0
2711,BGATPARTNEWINQUIRY,FILE PREPARATION,0.0
2712,FPPARTNEWINQUIRY,FILE PREPARATION,0.0
2713,LGATPARTNEWINQUIRY,FILE PREPARATION,0.0
2714,OTQPARTNEWINQUIRY,FILE PREPARATION,0.0
2715,QFNPARTNEWINQUIRY,FILE PREPARATION,0.0
2716,STRIPPARTNEWINQUIRY,FILE PREPARATION,0.0
2717,WCSPPARTNEWINQUIRY,FILE PREPARATION,0.0
2718,JAGUARPARTNEWINQUIRY,FILE PREPARATION,0.0
2719,BGATSOCKETW/ REFINQUIRY,FILE PREPARATION,0.0
2720,FPSOCKETW/ REFINQUIRY,FILE PREPARATION,0.0
2721,LGATSOCKETW/ REFINQUIRY,FILE PREPARATION,0.0
2722,OTQSOCKETW/ REFINQUIRY,FILE PREPARATION,0.0
2723,QFNSOCKETW/ REFINQUIRY,FILE PREPARATION,0.0
2724,STRIPSOCKETW/ REFINQUIRY,FILE PREPARATION,0.0
2725,WCSPSOCKETW/ REFINQUIRY,FILE PREPARATION,0.0
2726,JAGUARSOCKETW/ REFINQUIRY,FILE PREPARATION,0.0
2727,BGATLIDW/ REFINQUIRY,FILE PREPARATION,0.0
2728,FPLIDW/ REFINQUIRY,FILE PREPARATION,0.0
2729,LGATLIDW/ REFINQUIRY,FILE PREPARATION,0.0
2730,OTQLIDW/ REFINQUIRY,FILE PREPARATION,0.0
2731,QFNLIDW/ REFINQUIRY,FILE PREPARATION,0.0
2732,STRIPLIDW/ REFINQUIRY,FILE PREPARATION,0.0
2733,WCSPLIDW/ REFINQUIRY,FILE PREPARATION,0.0
2734,JAGUARLIDW/ REFINQUIRY,FILE PREPARATION,0.0
2735,BGATSOCKET & LIDW/ REFINQUIRY,FILE PREPARATION,0.0
2736,FPSOCKET & LIDW/ REFINQUIRY,FILE PREPARATION,0.0
2737,LGATSOCKET & LIDW/ REFINQUIRY,FILE PREPARATION,0.0
2738,OTQSOCKET & LIDW/ REFINQUIRY,FILE PREPARATION,0.0
2739,QFNSOCKET & LIDW/ REFINQUIRY,FILE PREPARATION,0.0
2740,STRIPSOCKET & LIDW/ REFINQUIRY,FILE PREPARATION,0.0
2741,WCSPSOCKET & LIDW/ REFINQUIRY,FILE PREPARATION,0.0
2742,JAGUARSOCKET & LIDW/ REFINQUIRY,FILE PREPARATION,0.0
2743,BGATPARTW/ REFINQUIRY,FILE PREPARATION,0.0
2744,FPPARTW/ REFINQUIRY,FILE PREPARATION,0.0
2745,LGATPARTW/ REFINQUIRY,FILE PREPARATION,0.0
2746,OTQPARTW/ REFINQUIRY,FILE PREPARATION,0.0
2747,QFNPARTW/ REFINQUIRY,FILE PREPARATION,0.0
2748,STRIPPARTW/ REFINQUIRY,FILE PREPARATION,0.0
2749,WCSPPARTW/ REFINQUIRY,FILE PREPARATION,0.0
2750,JAGUARPARTW/ REFINQUIRY,FILE PREPARATION,0.0
2751,BGATSOCKETNEWPO,FILE PREPARATION,0.5
2752,FPSOCKETNEWPO,FILE PREPARATION,0.5
2753,LGATSOCKETNEWPO,FILE PREPARATION,0.5
2754,OTQSOCKETNEWPO,FILE PREPARATION,0.5
2755,QFNSOCKETNEWPO,FILE PREPARATION,0.5
2756,STRIPSOCKETNEWPO,FILE PREPARATION,0.5
2757,WCSPSOCKETNEWPO,FILE PREPARATION,0.5
2758,JAGUARSOCKETNEWPO,FILE PREPARATION,2.0
2759,BGATLIDNEWPO,FILE PREPARATION,0.5
2760,FPLIDNEWPO,FILE PREPARATION,0.5
2761,LGATLIDNEWPO,FILE PREPARATION,0.5
2762,OTQLIDNEWPO,FILE PREPARATION,0.5
2763,QFNLIDNEWPO,FILE PREPARATION,0.5
2764,STRIPLIDNEWPO,FILE PREPARATION,0.5
2765,WCSPLIDNEWPO,FILE PREPARATION,0.5
2766,JAGUARLIDNEWPO,FILE PREPARATION,2.0
2767,BGATPARTNEWPO,FILE PREPARATION,0.5
2768,FPPARTNEWPO,FILE PREPARATION,0.5
2769,LGATPARTNEWPO,FILE PREPARATION,0.5
2770,OTQPARTNEWPO,FILE PREPARATION,0.5
2771,QFNPARTNEWPO,FILE PREPARATION,0.5
2772,STRIPPARTNEWPO,FILE PREPARATION,0.5
2773,WCSPPARTNEWPO,FILE PREPARATION,0.5
2774,JAGUARPARTNEWPO,FILE PREPARATION,0.5
2775,BGATSOCKET & LIDNEWPO,FILE PREPARATION,0.5
2776,FPSOCKET & LIDNEWPO,FILE PREPARATION,0.5
2777,LGATSOCKET & LIDNEWPO,FILE PREPARATION,0.5
2778,OTQSOCKET & LIDNEWPO,FILE PREPARATION,0.5
2779,QFNSOCKET & LIDNEWPO,FILE PREPARATION,0.5
2780,STRIPSOCKET & LIDNEWPO,FILE PREPARATION,0.5
2781,WCSPSOCKET & LIDNEWPO,FILE PREPARATION,0.5
2782,JAGUARSOCKET & LIDNEWPO,FILE PREPARATION,4.0
2783,BGATSOCKETW/ REFPO,FILE PREPARATION,0.0
2784,FPSOCKETW/ REFPO,FILE PREPARATION,0.0
2785,LGATSOCKETW/ REFPO,FILE PREPARATION,0.0
2786,OTQSOCKETW/ REFPO,FILE PREPARATION,0.0
2787,QFNSOCKETW/ REFPO,FILE PREPARATION,0.0
2788,STRIPSOCKETW/ REFPO,FILE PREPARATION,0.0
2789,WCSPSOCKETW/ REFPO,FILE PREPARATION,0.0
2790,JAGUARSOCKETW/ REFPO,FILE PREPARATION,0.0
2791,BGATLIDW/ REFPO,FILE PREPARATION,0.0
2792,FPLIDW/ REFPO,FILE PREPARATION,0.0
2793,LGATLIDW/ REFPO,FILE PREPARATION,0.0
2794,OTQLIDW/ REFPO,FILE PREPARATION,0.0
2795,QFNLIDW/ REFPO,FILE PREPARATION,0.0
2796,STRIPLIDW/ REFPO,FILE PREPARATION,0.0
2797,WCSPLIDW/ REFPO,FILE PREPARATION,0.0
2798,JAGUARLIDW/ REFPO,FILE PREPARATION,0.0
2799,BGATPARTW/ REFPO,FILE PREPARATION,0.0
2800,FPPARTW/ REFPO,FILE PREPARATION,0.0
2801,LGATPARTW/ REFPO,FILE PREPARATION,0.0
2802,OTQPARTW/ REFPO,FILE PREPARATION,0.0
2803,QFNPARTW/ REFPO,FILE PREPARATION,0.0
2804,STRIPPARTW/ REFPO,FILE PREPARATION,0.0
2805,WCSPPARTW/ REFPO,FILE PREPARATION,0.0
2806,JAGUARPARTW/ REFPO,FILE PREPARATION,0.0
2807,BGATSOCKET & LIDW/ REFPO,FILE PREPARATION,0.0
2808,FPSOCKET & LIDW/ REFPO,FILE PREPARATION,0.0
2809,LGATSOCKET & LIDW/ REFPO,FILE PREPARATION,0.0
2810,OTQSOCKET & LIDW/ REFPO,FILE PREPARATION,0.0
2811,QFNSOCKET & LIDW/ REFPO,FILE PREPARATION,0.0
2812,STRIPSOCKET & LIDW/ REFPO,FILE PREPARATION,0.0
2813,WCSPSOCKET & LIDW/ REFPO,FILE PREPARATION,0.0
2814,JAGUARSOCKET & LIDW/ REFPO,FILE PREPARATION,0.0
2815,BGATSOCKETNEWINQUIRY,UPLOAD,0.0
2816,FPSOCKETNEWINQUIRY,UPLOAD,0.0
2817,LGATSOCKETNEWINQUIRY,UPLOAD,0.0
2818,OTQSOCKETNEWINQUIRY,UPLOAD,0.0
2819,QFNSOCKETNEWINQUIRY,UPLOAD,0.0
2820,STRIPSOCKETNEWINQUIRY,UPLOAD,0.0
2821,WCSPSOCKETNEWINQUIRY,UPLOAD,0.0
2822,JAGUARSOCKETNEWINQUIRY,UPLOAD,0.0
2823,BGATLIDNEWINQUIRY,UPLOAD,0.0
2824,FPLIDNEWINQUIRY,UPLOAD,0.0
2825,LGATLIDNEWINQUIRY,UPLOAD,0.0
2826,OTQLIDNEWINQUIRY,UPLOAD,0.0
2827,QFNLIDNEWINQUIRY,UPLOAD,0.0
2828,STRIPLIDNEWINQUIRY,UPLOAD,0.0
2829,WCSPLIDNEWINQUIRY,UPLOAD,0.0
2830,JAGUARLIDNEWINQUIRY,UPLOAD,0.0
2831,BGATSOCKET & LIDNEWINQUIRY,UPLOAD,0.0
2832,FPSOCKET & LIDNEWINQUIRY,UPLOAD,0.0
2833,LGATSOCKET & LIDNEWINQUIRY,UPLOAD,0.0
2834,OTQSOCKET & LIDNEWINQUIRY,UPLOAD,0.0
2835,QFNSOCKET & LIDNEWINQUIRY,UPLOAD,0.0
2836,STRIPSOCKET & LIDNEWINQUIRY,UPLOAD,0.0
2837,WCSPSOCKET & LIDNEWINQUIRY,UPLOAD,0.0
2838,JAGUARSOCKET & LIDNEWINQUIRY,UPLOAD,0.0
2839,BGATPARTNEWINQUIRY,UPLOAD,0.0
2840,FPPARTNEWINQUIRY,UPLOAD,0.0
2841,LGATPARTNEWINQUIRY,UPLOAD,0.0
2842,OTQPARTNEWINQUIRY,UPLOAD,0.0
2843,QFNPARTNEWINQUIRY,UPLOAD,0.0
2844,STRIPPARTNEWINQUIRY,UPLOAD,0.0
2845,WCSPPARTNEWINQUIRY,UPLOAD,0.0
2846,JAGUARPARTNEWINQUIRY,UPLOAD,0.0
2847,BGATSOCKETW/ REFINQUIRY,UPLOAD,0.0
2848,FPSOCKETW/ REFINQUIRY,UPLOAD,0.0
2849,LGATSOCKETW/ REFINQUIRY,UPLOAD,0.0
2850,OTQSOCKETW/ REFINQUIRY,UPLOAD,0.0
